Clean Age,Country Name,Region,Indicator,Year,Unit of measurement
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Portugal,Europe,Victims of intentional homicide,2018,Counts
5,Portugal,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Saint Vincent and the Grenadines,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
5,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Germany,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
22,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2020,Counts
5,Uruguay,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Australia,Oceania,Persons arrested/suspected for intentional homicide,2017,Counts
22,Mongolia,Asia,Victims of intentional homicide,2015,Counts
27,Canada,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
5,Russian Federation,Europe,Victims of intentional homicide,2020,Counts
22,Sweden,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
22,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2020,Counts
27,Norway,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Austria,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Germany,Europe,Victims of intentional homicide,2022,Counts
5,Sri Lanka,Asia,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
22,Czechia,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Bhutan,Asia,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Belize,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Suriname,Americas,Persons arrested/suspected for intentional homicide,2017,Counts
22,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Saint Lucia,Americas,Victims of intentional homicide,2022,Counts
22,Barbados,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
5,Spain,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Italy,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Honduras,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Sri Lanka,Asia,Persons arrested/suspected for intentional homicide,2017,Counts
27,Netherlands (Kingdom of the),Europe,Persons arrested/suspected for intentional homicide,2015,Counts
22,Peru,Americas,Victims of intentional homicide,2016,Counts
5,Slovenia,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Mongolia,Asia,Victims of intentional homicide,2014,Counts
5,Dominica,Americas,Victims of intentional homicide,2020,Counts
5,United Kingdom (Scotland),Europe,Victims of intentional homicide,2018,Counts
5,Austria,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Malta,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Argentina,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Spain,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Norway,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Iceland,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
22,Peru,Americas,Victims of intentional homicide,2019,Counts
5,Guyana,Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Andorra,Europe,Persons arrested/suspected for intentional homicide,2010,"Rate per 100,000 population"
5,Switzerland,Europe,Victims of intentional homicide,2015,Counts
5,Türkiye,Asia,Victims of intentional homicide,2018,Counts
27,Bermuda,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Mongolia,Asia,Victims of intentional homicide,2013,Counts
27,Grenada,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Czechia,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Dominica,Americas,Victims of intentional homicide,2015,Counts
27,Croatia,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Dominica,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Colombia,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Dominica,Americas,Victims of intentional homicide,2021,Counts
22,Argentina,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Andorra,Europe,Persons arrested/suspected for intentional homicide,2012,Counts
5,Iceland,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,Dominica,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Chile,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
22,Chile,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,Bahamas,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2015,Counts
27,Austria,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Spain,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Latvia,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,Poland,Europe,Victims of intentional homicide,2018,Counts
27,United States of America,Americas,Persons arrested/suspected for intentional homicide,2014,Counts
22,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
5,Saint Lucia,Americas,Victims of intentional homicide,2022,Counts
27,Germany,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Uruguay,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2021,Counts
22,Bahamas,Americas,Victims of intentional homicide,2019,Counts
22,Canada,Americas,Victims of intentional homicide,2013,Counts
27,Canada,Americas,Persons arrested/suspected for intentional homicide,2015,Counts
5,Italy,Europe,Victims of intentional homicide,2019,Counts
22,France,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
5,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2013,"Rate per 100,000 population"
22,Italy,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2014,Counts
22,Denmark,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Canada,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Switzerland,Europe,Victims of intentional homicide,2011,"Rate per 100,000 population"
27,Russian Federation,Europe,Persons arrested/suspected for intentional homicide,2012,Counts
5,Argentina,Americas,Victims of intentional homicide,2019,Counts
22,Peru,Americas,Victims of intentional homicide,2021,Counts
5,Hungary,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2017,Counts
27,United States of America,Americas,Victims of intentional homicide,2014,"Rate per 100,000 population"
5,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
22,Serbia,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,Hungary,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
22,Croatia,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Montenegro,Europe,Victims of intentional homicide,2016,Counts
27,Belgium,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Peru,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Maldives,Asia,Persons arrested/suspected for intentional homicide,2009,Counts
27,France,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
22,Antigua and Barbuda,Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
5,Norway,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,United States of America,Americas,Victims of intentional homicide,2019,Counts
22,Iceland,Europe,Victims of intentional homicide,2011,"Rate per 100,000 population"
27,Spain,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2009,"Rate per 100,000 population"
5,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
22,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,United States of America,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Austria,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Ecuador,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Serbia,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Norway,Europe,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
27,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Ecuador,Americas,Victims of intentional homicide,2019,Counts
5,Hungary,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2014,Counts
22,Switzerland,Europe,Victims of intentional homicide,2010,"Rate per 100,000 population"
5,Denmark,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2016,Counts
27,Armenia,Asia,Persons arrested/suspected for intentional homicide,2008,Counts
5,Saint Lucia,Americas,Victims of intentional homicide,2021,Counts
27,Barbados,Americas,Victims of intentional homicide,2017,Counts
27,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
22,Switzerland,Europe,Victims of intentional homicide,2010,Counts
27,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Guyana,Americas,Victims of intentional homicide,2016,Counts
22,Honduras,Americas,Victims of intentional homicide,2022,Counts
5,Guyana,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Ecuador,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
5,Grenada,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Croatia,Europe,Victims of intentional homicide,2019,Counts
22,Slovenia,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Albania,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Canada,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,Cabo Verde,Africa,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,Finland,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
